IDCode,WSU LIFETIME GIVING,WSU YEARS OF GIVING,ASSETS,RECORD TYPE CODE,Number of relationships,Gender,Velocity35Score,Velocity57Score,AlumniCode,SportCode,GreekCode,ParticipationScore,AssetClass,ParticipationClass
5472,550,3,3621000,FP,2,M,0,0,0,0,0,0,Very High,None
4584,1665,13,3603398,AL,1,M,0,0,1,0,0,0,Very High,None
5523,500,1,3601800,FR,0,M,0,0,0,0,0,0,Very High,None
2885,43772.75,50,3600000,AL,6,M,64,71,1,0,0,0,Very High,None
4993,1025,9,3579607,AL,1,M,0,0,1,0,0,0,Very High,None
6069,200,2,3579000,FR,1,M,0,0,0,0,0,0,Very High,None
6988,0,0,3574775,FP,2,M,0,0,0,0,0,0,Very High,None
5519,500,3,3574270,FR,0,M,0,0,0,0,0,0,Very High,None
5656,435,16,3564500,AL,1,F,0,71,1,0,0,0,Very High,None
6498,50,1,3542094,FP,2,M,0,0,0,0,0,0,Very High,None
5955,250,1,3526000,FR,0,M,0,0,0,0,0,0,Very High,None
6180,140,14,3522632,AL,1,M,0,0,1,0,0,0,Very High,None
1855,106973,22,3514500,AL,1,M,94,98,1,0,0,0,Very High,None
5087,950,5,3514300,FR,1,M,0,0,0,0,0,0,Very High,None
233,25500,11,3513620,FP,2,M,21,96,0,0,0,0,Very High,None
5396,600,3,3498820,FR,1,F,0,0,0,0,0,0,Very High,None
6540,37.5,2,3470100,FP,3,M,0,0,0,0,0,0,Very High,None
7142,0,0,3469900,FR,1,M,0,0,0,0,0,0,Very High,None
5459,550,4,3464500,FP,2,M,0,0,0,0,0,0,Very High,None
6272,100,1,3461495,FR,3,M,0,0,0,0,0,0,Very High,None
4756,1370,8,3442700,FR,1,M,0,0,0,0,0,0,Very High,None
5034,1000,2,3437500,FR,1,M,0,0,0,0,0,0,Very High,None
5458,550,5,3434325,FR,1,M,0,100,0,0,0,0,Very High,None
7012,0,0,3428000,FR,3,M,0,0,0,0,0,0,Very High,None
6316,100,1,3420500,FR,0,F,0,0,0,0,0,0,Very High,None
5365,640,12,3420009,AL,1,F,0,0,1,0,0,0,Very High,None
6914,0,0,3418500,AL,,M,0,0,1,0,0,0,Very High,None
1427,21944,9,3400000,AL,1,M,87,89,1,0,0,0,Very High,None
2317,64677.83,26,3393000,FR,1,M,42,78,0,0,0,0,Very High,None
2402,1572666.1,20,3382634,AL,3,M,73,88,1,0,0,0,Very High,None
3730,5000,1,3376500,FR,1,M,0,0,0,0,0,0,Very High,None
7008,0,0,3370248,FP,2,M,0,0,0,0,0,0,Very High,None
1123,57680,38,3367874,AL,3,M,63,80,1,0,0,0,Very High,None
6701,0,0,3358838,FR,,M,0,0,0,0,0,0,Very High,None
4144,2850,3,3357400,FR,1,M,100,88,0,0,0,0,Very High,None
5422,580,8,3352000,FR,1,M,0,0,0,0,0,0,Very High,None
6821,0,0,3341500,AL,,M,0,0,1,0,0,0,Very High,None
5859,300,4,3341369,AL,2,M,0,0,1,0,0,0,Very High,None
5979,250,4,3337929,FR,1,M,0,0,0,0,0,0,Very High,None
3133,23250,4,3333333,FR,1,F,37,68,0,0,0,0,Very High,None
1148,143750,12,3331000,AL,1,M,50,80,1,0,0,0,Very High,None
6843,0,0,3330000,AL,1,F,0,0,1,0,0,0,Very High,None
4499,1850,6,3326000,FP,1,M,66,78,0,0,0,0,Very High,None
74,200625,6,3317701,FR,1,F,0,0,0,0,0,0,Very High,None
5967,250,2,3315740,AL,1,M,0,0,1,0,0,0,Very High,None
249,5530,14,3308344,AL,0,M,51,67,1,0,0,0,Very High,None
5828,325,4,3300000,FP,3,M,0,0,0,0,0,0,Very High,None
3418,8702,38,3300000,AL,1,F,62,66,1,0,0,0,Very High,None
5042,1000,2,3299600,FR,1,M,0,0,0,0,0,0,Very High,None
3279,16000,2,3298200,FR,1,M,0,94,0,0,0,0,Very High,None
4784,1300,5,3296700,FP,2,M,0,0,0,0,0,0,Very High,None
4990,1025,5,3294044,FP,3,M,0,52,0,0,0,0,Very High,None
5977,250,1,3289067,FR,1,F,0,0,0,0,0,0,Very High,None
6127,165,3,3288000,AL,0,M,0,0,1,0,0,0,Very High,None
4750,1380,12,3285500,AL,1,M,0,0,1,0,0,0,Very High,None
6993,0,0,3284434,FP,2,F,0,0,0,0,0,0,Very High,None
2370,265,6,3272500,AL,2,F,0,0,1,0,0,0,Very High,None
5421,580,13,3270770,FR,0,F,0,100,0,0,0,0,Very High,None
,0,0,3262000,AL,1,M,0,0,1,0,0,0,Very High,None
5879,300,2,3250000,FR,1,M,0,0,0,0,0,0,Very High,None
1808,25,1,3247555,AL,1,M,0,0,1,0,0,0,Very High,None
5261,731,10,3232841,AL,1,F,33,72,1,0,0,0,Very High,None
5296,700,3,3224500,FR,1,F,0,0,0,0,0,0,Very High,None
4088,3050,14,3224000,AL,1,M,0,56,1,0,0,0,Very High,None
5949,250,1,3218934,FP,1,M,0,0,0,0,0,0,Very High,None
4896,1135,33,3215700,AL,1,F,33,54,1,0,0,0,Very High,None
6212,120,1,3212078,FR,1,M,0,0,0,0,0,0,Very High,None
5518,500,1,3199900,AL,1,M,0,0,1,0,0,0,Very High,None
6386,75,1,3193821,FP,2,M,0,0,0,0,0,0,Very High,None
6319,100,1,3185700,AL,0,M,0,0,1,0,0,0,Very High,None
6010,225,3,3185000,AL,1,F,0,0,1,0,0,0,Very High,None
488,2735,6,3179000,AL,5,F,0,0,1,0,0,0,Very High,None
2078,70315,28,3176001,AL,1,M,0,0,1,0,0,0,Very High,None
4869,1175,17,3175200,AL,1,M,29,100,1,0,0,0,Very High,None
5220,768,4,3175000,FP,2,M,0,0,0,0,0,0,Very High,None
4070,3100,7,3167000,FR,1,M,0,0,0,0,0,0,Very High,None
6513,50,1,3167000,FP,2,M,0,0,0,0,0,0,Very High,None
3403,8987.5,11,3165600,FD,1,M,0,0,0,0,0,0,Very High,None
5650,442,2,3153000,FR,1,M,0,0,0,0,0,0,Very High,None
5560,500,1,3139000,FR,0,F,0,0,0,0,0,0,Very High,None
3977,3511,22,3132200,FR,1,F,77,100,0,0,0,0,Very High,None
5001,1010,12,3104098,AL,1,M,100,47,1,0,0,0,Very High,None
2326,818283.42,31,3104000,FP,2,M,27,74,0,0,0,0,Very High,None
4248,2500,2,3100000,FR,1,M,0,0,0,0,0,0,Very High,None
3709,5093.84,5,3100000,FP,2,M,0,0,0,0,0,0,Very High,None
6252,100,1,3091200,FR,1,M,0,0,0,0,0,0,Very High,None
6582,25,2,3078590,AL,0,M,0,0,1,0,0,0,Very High,None
5739,375,8,3077055,AL,2,F,0,100,1,0,0,0,Very High,None
1287,102106,27,3070800,AL,1,M,0,43,1,0,0,0,Very High,None
4004,3388,19,3060876,AL,1,M,100,39,1,0,0,0,Very High,None
4381,2100,3,3057300,FR,0,F,88,100,0,0,0,0,Very High,None
5238,750,1,3055600,FR,1,F,0,0,0,0,0,0,Very High,None
4250,2500,1,3051900,FR,0,M,0,0,0,0,0,0,Very High,None
5022,1000,1,3046500,FR,0,F,0,0,0,0,0,0,Very High,None
5602,475,3,3045307,FP,2,F,0,0,0,0,0,0,Very High,None
6154,150,3,3039556,FP,2,M,0,0,0,0,0,0,Very High,None
4998,1013,20,3033200,AL,2,M,0,0,1,0,0,0,Very High,None
1661,33307.12,22,3022831,AL,2,M,51,70,1,0,0,0,Very High,None
4393,2070,10,3010669,FR,1,F,0,23,0,0,0,0,Very High,None
6064,200,2,3003723,FR,1,M,0,0,0,0,0,0,Very High,None
6030,200,1,2995000,FR,1,M,0,0,0,0,0,0,Very High,None
2481,41122,5,2984460,FR,0,M,98,100,0,0,0,0,Very High,None
4905,1115,9,2982500,AL,1,M,0,0,1,0,0,0,Very High,None
6524,45,4,2982500,AL,1,M,0,0,1,0,0,0,Very High,None
5130,900,6,2982370,FR,0,F,50,100,0,0,0,0,Very High,None
6262,100,1,2979700,FR,1,M,0,0,0,0,0,0,Very High,None
5838,320,2,2971500,FP,2,M,0,0,0,0,0,0,Very High,None
6327,100,1,2969379,FR,0,F,0,0,0,0,0,0,Very High,None
5708,400,8,2967950,FR,0,F,40,43,0,0,0,0,Very High,None
5534,500,1,2963500,FR,0,M,0,0,0,0,0,0,Very High,None
6243,105,2,2961000,AL,0,M,0,0,1,0,0,0,Very High,None
5744,375,5,2960895,FP,2,M,0,0,0,0,0,0,Very High,None
3442,8300,8,2960300,FR,0,M,60,75,0,0,0,0,Very High,None
6286,100,1,2957000,FR,0,M,0,0,0,0,0,0,Very High,None
5550,500,1,2949577,FR,1,M,0,0,0,0,0,0,Very High,None
3468,7790,22,2942506,AL,3,M,53,80,1,0,0,0,Very High,None
4479,1895,14,2934935,AL,0,M,47,71,1,0,0,0,Very High,None
7095,0,0,2933400,FP,2,M,0,0,0,0,0,0,Very High,None
6661,1,1,2930229,FR,1,M,0,0,0,0,0,0,Very High,None
5398,600,2,2929440,FR,1,M,0,0,0,0,0,0,Very High,None
409,13323,29,2902312,AL,6,F,100,94,1,0,0,0,Very High,None
6298,100,1,2901757,FP,1,M,0,0,0,0,0,0,Very High,None
2254,155209,26,2899719,FR,3,M,100,67,0,0,0,0,Very High,None
6768,0,0,2898027,FR,,F,0,0,0,0,0,0,Very High,None
5382,624,2,2894200,FR,0,M,100,20,0,0,0,0,Very High,None
4614,1600,2,2889500,FR,3,M,100,6,0,0,0,0,Very High,None
3033,25570,23,2888163,AL,0,F,79,81,1,0,0,0,Very High,None
7119,0,0,2871000,FP,2,M,0,0,0,0,0,0,Very High,None
4542,1769,4,2864317,FR,0,M,0,0,0,0,0,0,Very High,None
5088,950,6,2860625,AL,1,F,0,0,1,0,0,0,Very High,None
5301,700,13,2860299,FP,2,M,0,0,0,0,0,0,Very High,None
5751,369,2,2855800,FP,2,M,0,0,0,0,0,0,Very High,None
3845,4226,37,2839000,AL,4,M,85,84,1,0,0,0,Very High,None
6088,200,1,2833417,FR,1,M,0,0,0,0,0,0,Very High,None
6119,170,1,2831817,FP,1,M,0,0,0,0,0,0,Very High,None
6117,175,3,2825800,FR,1,F,0,29,0,0,0,0,Very High,None
6789,0,0,2825072,FD,,F,0,0,0,0,0,0,Very High,None
6996,0,0,2818430,FP,2,F,0,0,0,0,0,0,Very High,None
1572,370,5,2812348,AL,1,F,0,0,1,0,0,0,Very High,None
4026,3293.32,7,2796999,FP,2,M,56,79,0,0,0,0,Very High,None
4970,1050,4,2793178,FR,1,M,0,0,0,0,0,0,Very High,None
7050,0,0,2791000,FP,2,M,0,0,0,0,0,0,Very High,None
5367,640,5,2788000,FR,1,F,47,100,0,0,0,0,Very High,None
4042,3200,36,2785500,AL,1,F,0,0,1,0,0,0,Very High,None
3664,5409.46,17,2781500,AL,1,F,26,85,1,0,0,0,Very High,None
5248,747,2,2780190,FR,0,M,0,0,0,0,0,0,Very High,None
6985,0,0,2778585,FP,2,F,0,0,0,0,0,0,Very High,None
5300,700,2,2778138,FR,1,F,0,0,0,0,0,0,Very High,None
5119,900,7,2776719,FP,2,M,0,0,0,0,0,0,Very High,None
5496,525,6,2776500,AL,0,M,33,100,1,0,0,0,Very High,None
6629,20,1,2774700,FR,3,M,0,0,0,0,0,0,Very High,None
4972,1050,3,2767200,FP,1,M,0,0,0,0,0,0,Very High,None
6520,50,2,2763500,AL,0,F,0,0,1,0,0,0,Very High,None
5779,350,3,2760390,FR,1,M,0,0,0,0,0,0,Very High,None
2936,36000,17,2759198,AL,0,M,60,100,1,0,0,0,Very High,None
5388,618,2,2751500,FR,1,M,0,0,0,0,0,0,Very High,None
2581,31026.27,18,2750607,FR,1,M,88,80,0,0,0,0,Very High,None
6050,200,1,2750499,FR,0,M,0,0,0,0,0,0,Very High,None
2947,35000,6,2747006,FR,1,M,0,0,0,0,0,0,Very High,None
5556,500,1,2742710,FR,1,M,0,0,0,0,0,0,Very High,None
6476,50,1,2741840,FR,0,F,0,0,0,0,0,0,Very High,None
6055,200,1,2740500,FR,0,F,0,0,0,0,0,0,Very High,None
6002,230,16,2732220,AL,1,M,0,0,1,0,0,0,Very High,None
5819,330,7,2727503,AL,2,M,0,0,1,0,0,0,Very High,None
6364,90,2,2726000,AL,0,M,0,100,1,0,0,0,Very High,None
6105,190,4,2725824,AL,0,F,67,100,1,0,0,0,Very High,None
5378,625,3,2722680,FR,0,M,60,100,0,0,0,0,Very High,None
6965,0,0,2721876,AL,,M,0,0,1,0,0,0,Very High,None
5802,350,1,2718226,FR,1,M,0,0,0,0,0,0,Very High,None
4206,2630,24,2717556,AL,1,M,67,86,1,0,0,0,Very High,None
2944,35100,2,2714863,FR,1,F,0,0,0,0,0,0,Very High,None
4926,1100,3,2713642,FR,1,M,0,0,0,0,0,0,Very High,None
3778,4625,2,2709330,AL,0,M,0,0,1,0,0,0,Very High,None
5302,700,4,2703596,FR,0,F,0,42,0,0,0,0,Very High,None
2841,53615,11,2702429,AL,7,M,60,100,1,0,0,0,Very High,None
3688,5216,44,2700000,AL,1,F,73,63,1,0,0,0,Very High,None
4274,2443,28,2700000,AL,1,M,44,61,1,0,0,0,Very High,None
4067,3125,18,2694810,AL,5,M,0,100,1,0,0,0,Very High,None
6265,100,1,2693500,FR,0,M,0,0,0,0,0,0,Very High,None
322,100200,4,2691500,FR,3,M,100,100,0,0,0,0,Very High,None
7232,0,0,2688500,FR,,F,0,0,0,0,0,0,Very High,None
3397,9080,23,2674000,AL,1,M,60,53,1,0,0,0,Very High,None
5524,500,1,2673300,FR,0,M,0,0,0,0,0,0,Very High,None
7134,0,0,2664035,FP,2,M,0,0,0,0,0,0,Very High,None
6682,0,0,2662286,AL,,M,0,0,1,0,0,0,Very High,None
5565,500,3,2657647,FR,0,M,100,25,0,0,0,0,Very High,None
4612,1603,9,2657100,FR,1,M,0,0,0,0,0,0,Very High,None
5361,645,7,2656200,FR,1,F,100,100,0,0,0,0,Very High,None
6161,150,2,2642700,AL,1,M,0,0,1,0,0,0,Very High,None
5608,468,12,2640100,AL,1,M,0,0,1,0,0,0,Very High,None
6852,0,0,2639171,AL,1,M,0,0,1,0,0,0,Very High,None
6014,220,3,2637900,FR,1,M,0,0,0,0,0,0,Very High,None
260,99796,13,2633250,FR,4,M,53,81,0,0,0,0,Very High,None
7072,0,0,2625000,FP,2,F,0,0,0,0,0,0,Very High,None
5287,703,22,2624640,AL,1,F,67,75,1,0,0,0,Very High,None
3095,10475,19,2617000,AL,1,M,100,52,1,0,0,0,Very High,None
643,11600,7,2610500,AL,1,M,0,0,1,0,0,0,Very High,None
4370,2135,14,2603800,AL,1,F,100,39,1,0,0,0,Very High,None
3707,5120,2,2600545,FR,1,M,0,0,0,0,0,0,Very High,None
4300,2335.05,20,2599000,AL,1,F,54,100,1,0,0,0,Very High,None
4656,1530,19,2598855,AL,2,F,65,69,1,0,0,0,Very High,None
5030,1000,1,2597900,FR,1,M,0,0,0,0,0,0,Very High,None
5869,300,1,2596836,FR,0,M,0,0,0,0,0,0,Very High,None
5267,725,4,2594500,FP,2,M,0,0,0,0,0,0,Very High,None
5307,700,6,2594000,FR,1,M,0,0,0,0,0,0,Very High,None
6005,225,2,2590500,FP,2,M,0,0,0,0,0,0,Very High,None
5595,480,4,2589500,AL,1,M,0,0,1,0,0,0,Very High,None
7014,0,0,2589000,FR,1,M,0,0,0,0,0,0,Very High,None
5136,890,8,2588400,AL,1,F,0,0,1,0,0,0,Very High,None
5671,425,3,2575484,FP,1,M,0,0,0,0,0,0,Very High,None
6481,50,1,2575000,FR,1,M,0,0,0,0,0,0,Very High,None
1327,551545.75,17,2572500,AL,2,M,0,100,1,0,0,0,Very High,None
4208,2625,3,2569041,FR,2,M,0,100,0,0,0,0,Very High,None
715,210925.2,10,2568100,FR,4,M,42,70,0,0,0,0,Very High,None
6715,0,0,2567500,AL,,M,0,0,1,0,0,0,Very High,None
1201,95,3,2561000,AL,1,F,0,0,1,0,0,0,Very High,None
5281,711,5,2560178,FP,2,M,0,51,0,0,0,0,Very High,None
5783,350,1,2559548,FR,0,F,0,0,0,0,0,0,Very High,None
5817,335,3,2558780,FP,2,M,0,0,0,0,0,0,Very High,None
4226,2560,17,2558500,AL,1,F,0,0,1,0,0,0,Very High,None
6432,56,1,2554721,FR,1,M,0,0,0,0,0,0,Very High,None
3341,10050,15,2554669,AL,1,M,50,59,1,0,0,0,Very High,None
5781,350,1,2554000,FR,0,F,0,0,0,0,0,0,Very High,None
3996,3425,3,2548247,FP,2,M,0,0,0,0,0,0,Very High,None
2116,2158,19,2545284,AL,1,M,91,92,1,0,0,0,Very High,None
4014,3348.46,33,2541155,AL,1,M,33,60,1,0,0,0,Very High,None
5303,700,3,2538535,FR,0,F,0,0,0,0,0,0,Very High,None
1457,2905,20,2535361,AL,1,M,0,0,1,0,0,0,Very High,None
5072,975,8,2532340,FR,0,M,19,54,0,0,0,0,Very High,None
4701,1455,7,2528015,FR,0,M,100,88,0,0,0,0,Very High,None
4441,1967.5,13,2526238,AL,2,M,0,77,1,0,0,0,Very High,None
5711,400,3,2525528,FP,1,M,0,0,0,0,0,0,Very High,None
3838,4265,26,2521772,AL,2,M,60,71,1,0,0,0,Very High,None
5826,325,4,2517000,FP,2,M,0,0,0,0,0,0,Very High,None
6610,25,1,2516000,AL,0,F,0,0,1,0,0,0,Very High,None
2480,7250,3,2514500,FR,0,F,71,100,0,0,0,0,Very High,None
4751,1380,7,2508930,FR,1,M,47,74,0,0,0,0,Very High,None
5697,400,2,2501073,FR,1,M,0,0,0,0,0,0,Very High,None
3602,5985,27,2500000,AL,1,M,71,94,1,0,0,0,Very High,None
5827,325,3,2494905,FR,2,M,0,0,0,0,0,0,Very High,None
3136,22959,41,2493778,AL,1,M,79,63,1,0,0,0,Very High,None
4307,2310,12,2490000,AL,0,M,18,100,1,0,0,0,Very High,None
6646,10,1,2489350,AL,0,F,0,0,1,0,0,0,Very High,None
4062,3140,5,2482000,FR,1,F,0,0,0,0,0,0,Very High,None
4347,2220,4,2478900,FR,1,M,0,0,0,0,0,0,Very High,None
5043,1000,1,2471900,FR,1,M,0,0,0,0,0,0,Very High,None
5688,405,9,2468040,AL,1,F,0,0,1,0,0,0,Very High,None
6940,0,0,2467500,FR,,M,0,0,0,0,0,0,Very High,None
4827,1242,31,2462789,AL,0,M,33,52,1,0,0,0,Very High,None
3630,5720,47,2459334,AL,1,M,67,50,1,0,0,0,Very High,None
4775,1315,10,2457766,AL,1,M,100,88,1,0,0,0,Very High,None
4582,1672.5,41,2455800,AL,0,M,33,60,1,0,0,0,Very High,None
6232,110,1,2448500,FP,2,M,0,0,0,0,0,0,Very High,None
5975,250,1,2444000,FR,0,F,0,0,0,0,0,0,Very High,None
6888,0,0,2443500,AL,,M,0,0,1,0,0,0,Very High,None
5922,265,6,2442000,FR,1,M,0,0,0,0,0,0,Very High,None
6240,105,6,2436900,AL,0,M,0,0,1,0,0,0,Very High,None
649,18670.04,19,2435810,FR,1,F,68,88,0,0,0,0,Very High,None
1351,2545,30,2429310,AL,3,M,0,0,1,0,0,0,Very High,None
4376,2115,19,2424654,AL,2,F,55,80,1,0,0,0,Very High,None
4884,1150,8,2423525,AL,0,F,0,0,1,0,0,0,Very High,None
3609,5883.13,4,2421523,AL,3,F,0,0,1,0,0,0,Very High,None
4763,1350,10,2420000,AL,1,M,0,0,1,0,0,0,Very High,None
6146,150,1,2419998,FP,2,F,0,0,0,0,0,0,Very High,None
7191,0,0,2418500,AL,1,M,0,0,1,0,0,0,Very High,None
847,3577,21,2418000,AL,1,M,0,75,1,0,0,0,Very High,None
5629,452,15,2417720,AL,3,M,100,36,1,0,0,0,Very High,None
5529,500,2,2416183,AL,0,M,60,100,1,0,0,0,Very High,None
4735,1405,10,2403490,FP,2,M,0,0,0,0,0,0,Very High,None
5037,1000,6,2401833,FR,1,F,0,50,0,0,0,0,Very High,None
3821,4360,26,2400000,AL,1,F,33,60,1,0,0,0,Very High,None
987,3165,10,2394500,AL,1,M,0,0,1,0,0,0,Very High,None
44,20135,21,2390703,AL,4,M,95,98,1,0,0,0,Very High,None
5701,400,6,2389118,AL,0,M,0,0,1,0,0,0,Very High,None
6991,0,0,2387550,FR,,F,0,0,0,0,0,0,Very High,None
2388,19986.09,21,2386410,FP,3,M,100,90,0,0,0,0,Very High,None
5878,300,2,2376000,FR,1,M,0,0,0,0,0,0,Very High,None
3372,9500,4,2371000,FR,1,M,0,31,0,0,0,0,Very High,None
7264,0,0,2360800,FR,,M,0,0,0,0,0,0,Very High,None
6738,0,0,2359100,AL,,M,0,0,1,0,0,0,Very High,None
6359,90,3,2356000,AL,1,F,0,0,1,0,0,0,Very High,None
1663,8152,22,2354000,AL,2,M,28,100,1,0,0,0,Very High,None
6149,150,3,2353117,FP,3,M,0,0,0,0,0,0,Very High,None
3041,10876,31,2348500,AL,1,M,50,27,1,0,0,0,Very High,None
5289,700,5,2344000,FP,2,M,0,0,0,0,0,0,Very High,None
3263,16500,4,2341465,AL,3,M,0,0,1,0,0,0,Very High,None
1508,438458.09,28,2339000,FR,1,F,0,0,0,0,0,0,Very High,None
4455,1950,6,2336588,FP,3,M,0,66,0,0,0,0,Very High,None
5188,805,6,2333317,AL,1,M,0,0,1,0,0,0,Very High,None
5354,650,4,2331008,AL,1,M,0,0,1,0,0,0,Very High,None
6150,150,3,2330700,FR,1,M,0,0,0,0,0,0,Very High,None
6057,200,1,2330000,FR,0,M,0,0,0,0,0,0,Very High,None
6475,50,1,2316750,FP,3,M,0,0,0,0,0,0,Very High,None
5626,455,15,2315090,AL,1,F,100,50,1,0,0,0,Very High,None
4681,1495,9,2314100,AL,1,F,59,100,1,0,0,0,Very High,None
6960,0,0,2309400,FP,5,F,0,0,0,0,0,0,Very High,None
7208,0,0,2308820,FD,1,F,0,0,0,0,0,0,Very High,None
6211,125,4,2304070,AL,0,M,0,100,1,0,0,0,Very High,None
6077,200,1,2302251,FR,0,M,0,0,0,0,0,0,Very High,None
6945,0,0,2300907,FP,2,M,0,0,0,0,0,0,Very High,None
3535,6725,28,2300000,AL,2,M,75,93,1,0,0,0,Very High,None
5705,400,3,2296066,FR,0,F,0,50,0,0,0,0,Very High,None
5170,835,12,2281010,FR,0,M,62,60,0,0,0,0,Very High,None
6900,0,0,2280000,FD,,F,0,0,0,0,0,0,Very High,None
5486,535,5,2279303,FP,2,M,0,0,0,0,0,0,Very High,None
7042,0,0,2276500,FP,2,M,0,0,0,0,0,0,Very High,None
2376,111387.36,16,2268560,FP,1,M,0,0,0,0,0,0,Very High,None
6553,35,1,2265000,FP,2,M,0,0,0,0,0,0,Very High,None
6186,133,4,2263480,AL,0,M,0,0,1,0,0,0,Very High,None
7027,0,0,2261500,FP,2,M,0,0,0,0,0,0,Very High,None
4430,2000,2,2250161,FP,1,F,0,0,0,0,0,0,Very High,None
3311,11250,3,2249500,FR,1,M,0,0,0,0,0,0,Very High,None
775,16019.26,5,2249000,FR,1,M,86,100,0,0,0,0,Very High,None
4986,1030,6,2247090,FR,0,F,0,36,0,0,0,0,Very High,None
6001,230,9,2245862,AL,1,M,0,0,1,0,0,0,Very High,None
545,1469016.72,24,2244432,AL,2,M,96,88,1,0,0,0,Very High,None
5155,850,14,2244200,AL,0,F,0,0,1,0,0,0,Very High,None
1812,439340,19,2239632,AL,6,M,81,80,1,0,0,0,Very High,None
5473,550,5,2238889,FR,0,F,0,0,0,0,0,0,Very High,None
5126,900,7,2238500,FR,1,M,0,33,0,0,0,0,Very High,None
5989,240,3,2236500,AL,1,M,0,0,1,0,0,0,Very High,None
4196,2675,14,2236000,FP,1,M,49,73,0,0,0,0,Very High,None
5944,250,4,2234500,FR,0,M,0,0,0,0,0,0,Very High,None
6942,0,0,2232273,FP,2,M,0,0,0,0,0,0,Very High,None
7085,0,0,2232000,FP,3,M,0,0,0,0,0,0,Very High,None
4007,3370,12,2231680,FR,1,M,38,67,0,0,0,0,Very High,None
4673,1500,3,2231334,FP,2,M,0,0,0,0,0,0,Very High,None
7026,0,0,2229000,AL,,F,0,0,1,0,0,0,Very High,None
4400,2051,27,2226502,AL,1,M,80,73,1,0,0,0,Very High,None
6253,100,1,2225897,AL,0,M,0,0,1,0,0,0,Very High,None
4740,1400,8,2222601,AL,1,M,33,75,1,0,0,0,Very High,None
771,2345,3,2222500,FR,1,M,100,100,0,0,0,0,Very High,None
3635,5635,35,2220000,FR,1,M,65,74,0,0,0,0,Very High,None
3913,3850,16,2218840,FR,1,F,76,68,0,0,0,0,Very High,None
7113,0,0,2215000,FP,1,M,0,0,0,0,0,0,Very High,None
2236,102600,9,2212316,AL,3,M,88,92,1,0,0,0,Very High,None
5805,345,2,2206740,FR,0,F,0,0,0,0,0,0,Very High,None
4035,3230,11,2203748,AL,2,M,100,100,1,0,0,0,Very High,None
5225,760,10,2203700,FR,0,M,0,100,0,0,0,0,Very High,None
4445,1956,6,2203084,FP,2,M,0,0,0,0,0,0,Very High,None
5663,430,9,2202950,FP,3,M,0,0,0,0,0,0,Very High,None
6317,100,1,2200000,AL,0,M,0,0,1,0,0,0,Very High,None
5889,295,3,2199300,FR,0,M,0,0,0,0,0,0,Very High,None
5079,960,9,2193220,AL,1,M,0,0,1,0,0,0,Very High,None
2126,45850.5,30,2193007,AL,3,M,44,86,1,0,0,0,Very High,None
6070,200,1,2187800,FP,2,M,0,0,0,0,0,0,Very High,None
6123,170,2,2185000,FP,2,M,0,0,0,0,0,0,Very High,None
5159,845,2,2184900,FR,1,M,0,0,0,0,0,0,Very High,None
4717,1436.5,17,2184800,AL,1,M,0,0,1,0,0,0,Very High,None
6815,0,0,2182723,FP,1,M,0,0,0,0,0,0,Very High,None
5372,630,6,2179500,AL,1,M,0,0,1,0,0,0,Very High,None
5562,500,1,2178100,FR,1,F,0,0,0,0,0,0,Very High,None
5166,840,13,2174835,AL,8,M,67,95,1,0,0,0,Very High,None
6080,200,2,2173500,FP,2,M,0,0,0,0,0,0,Very High,None
4892,1140.5,21,2170500,AL,13,F,33,63,1,0,0,0,Very High,None
4924,1100,23,2170500,AL,1,M,51,100,1,0,0,0,Very High,None
4485,1880,16,2164298,FR,0,F,37,62,0,0,0,0,Very High,None
5235,750,7,2161000,FR,1,M,100,71,0,0,0,0,Very High,None
2984,28900,4,2160000,FP,2,M,0,0,0,0,0,0,Very High,None
6425,60,1,2159500,FP,2,F,0,0,0,0,0,0,Very High,None
4488,1871,8,2157080,FP,2,M,50,14,0,0,0,0,Very High,None
4574,1688.5,13,2151493,FR,1,M,70,100,0,0,0,0,Very High,None
300,7705,5,2149500,FP,4,M,0,60,0,0,0,0,Very High,None
5755,365,1,2148530,FR,0,F,0,0,0,0,0,0,Very High,None
6059,200,2,2148000,AL,1,M,0,0,1,0,0,0,Very High,None
4963,1060,1,2142500,FR,0,F,0,0,0,0,0,0,Very High,None
5746,370,9,2140051,FR,1,F,0,0,0,0,0,0,Very High,None
2582,31000,4,2137500,FP,2,M,0,33,0,0,0,0,Very High,None
6112,182.5,9,2136654,AL,2,F,0,100,1,0,0,0,Very High,None
6076,200,1,2136500,FP,2,M,0,0,0,0,0,0,Very High,None
555,1158119.34,27,2135500,AL,2,M,0,49,1,0,0,0,Very High,None
6884,0,0,2128500,FR,1,F,0,0,0,0,0,0,Very High,None
5123,900,2,2126176,FR,0,M,0,0,0,0,0,0,Very High,None
6577,25,1,2125651,FR,0,F,0,0,0,0,0,0,Very High,None
1041,1099.5,11,2125341,AL,0,F,0,100,1,0,0,0,Very High,None
5603,475,11,2123788,AL,1,M,0,0,1,0,0,0,Very High,None
5775,351,3,2119260,FR,1,M,0,0,0,0,0,0,Very High,None
2100,5595,16,2119260,AL,4,F,0,0,1,0,0,0,Very High,None
2011,45243.08,25,2114979,AL,1,M,70,81,1,0,0,0,Very High,None
4862,1190,33,2114638,AL,1,M,75,67,1,0,0,0,Very High,None
